000 A Sea Zone  (14126,656)  (14050,581)  (14128,804)  (13975,506)  (14075,506)  (13950,619)  (14028,847)  (14128,879)  (13900,431)  (14000,431)  (14100,431)  (13875,523)  (14028,922)  (13834,948)  (14128,954)  (13825,356)  (13925,356)  | overflowToLeft=false
N.England  (4938,1569)  (4992,1624)  (4932,1624)  (4910,1514)  (4970,1514)  (4872,1661)  (4945,1679)  (4909,1459)  (5006,1675)  (5003,1568)  (4977,1453)  (4868,1571)  (4845,1480)  (5054,1622)  | overflowToLeft=false
N.Ireland  (4648,1388)  (4585,1384)  (4674,1449)  (4711,1392)  (4593,1322)  (4657,1325)  | overflowToLeft=false
N.Korea-Chosen  (11441,2956)  (11411,2859)  (11515,2709)  (11508,2781)  (11509,2876)  | overflowToLeft=false
N.Nigeria  (5569,5078)  (5623,5133)  (5563,5133)  (5513,5023)  (5573,5023)  (5509,5078)  (5629,5078)  (5633,5014)  (5503,5143)  (5678,5188)  (5618,5188)  (5526,4968)  (5683,5133)  (5449,5088)  (5586,4959)  (5646,4959)  (5558,5198)  | overflowToLeft=false
N.Ontario  (469,1494)  (523,1549)  (463,1549)  (413,1439)  (473,1439)  (409,1494)  (529,1494)  (533,1430)  (403,1559)  (358,1384)  (418,1384)  (583,1549)  (353,1439)  (349,1504)  (589,1485)  (343,1567)  (596,1604)  (303,1329)  (363,1329)  | overflowToLeft=false
N.Quebec  (1291,1378)  (1345,1433)  (1285,1433)  (1235,1323)  (1295,1323)  (1231,1378)  (1351,1378)  (1355,1314)  (1225,1443)  (1351,1488)  (1291,1488)  (1180,1268)  (1240,1268)  (1405,1433)  (1175,1323)  (1171,1388)  (1300,1259)  | overflowToLeft=false
N.Rhodesia  (6430,6443)  (6484,6498)  (6424,6498)  (6374,6388)  (6434,6388)  (6370,6443)  (6490,6443)  (6364,6508)  (6319,6333)  (6379,6333)  (6544,6498)  (6314,6388)  (6546,6327)  (6546,6382)  (6310,6453)  (6550,6437)  (6304,6540)  | overflowToLeft=false
N.Sakhalin  (12096,1907)  | overflowToLeft=false
Nafud  (7424,4003)  (7478,4058)  (7418,4058)  (7368,3948)  (7428,3948)  (7364,4003)  (7484,4003)  (7358,4066)  (7544,3960)  (7544,4015)  (7298,4054)  (7604,3981)  | overflowToLeft=false
Nagpur  (9099,4095)  (9052,4025)  (9076,3940)  (9148,3864)  (9261,3890)  (9295,3961)  (9237,4042)  (9157,4183)  (9137,4255)  (9112,4316)  | overflowToLeft=false
Nunavut  (451,770)  (505,825)  (445,825)  (395,715)  (455,715)  (391,770)  (511,770)  (515,706)  (385,835)  (487,880)  (422,660)  (331,780)  (482,651)  (542,651)  (427,890)  (367,890)  (571,761)  (575,706)  (325,835)  (307,913)  (602,619)  | overflowToLeft=false
Nanking  (11297,3474)  (11242,3529)  (11291,3419)  (11357,3447)  (11357,3502)  (11351,3375)  (11182,3528)  (11417,3448)  (11152,3473)  | overflowToLeft=false
Naples-S.Italy  (5988,3431)  (6025,3349)  (5895,3320)  (5942,3247)  (6103,3364)  (6011,3499)  | overflowToLeft=false
Narvik  (6255,659)  (6210,640)  (6280,605)  (6398,556)  | overflowToLeft=false
Natal  (6356,7180)  (6348,7125)  (6296,7219)  (6416,7142)  (6416,7197)  (6288,7164)  (6250,7109)  (6476,7181)  (6228,7192)  (6487,7236)  (6190,7137)  (6190,7082)  (6547,7241)  (6130,7108)  (6130,7053)  (6584,7296)  (6610,7241)  | overflowToLeft=false
Navarre  (4715,2982)  (4761,2921)  | overflowToLeft=false
Nebraska  (212,2284)  (266,2339)  (206,2339)  (156,2229)  (216,2229)  (152,2284)  (272,2284)  (276,2220)  (326,2339)  (96,2229)  (92,2289)  (332,2275)  (336,2218)  (386,2330)  (36,2234)  (32,2289)  (392,2273)  (396,2218)  (446,2328)  | overflowToLeft=false
Nejd  (7590,4374)  (7585,4307)  (7663,4273)  (7724,4334)  (7767,4412)  (7669,4447)  | overflowToLeft=false
Nenetsia  (7850,713)  (7904,768)  (7844,768)  (7794,658)  (7854,658)  (7790,713)  (7910,713)  (7914,649)  (7784,778)  (7843,603)  (7964,768)  (7734,658)  (7730,723)  (7748,833)  (7970,704)  (7974,613)  (7724,778)  (8007,823)  (7688,874)  | overflowToLeft=false
Nepal  (9341,3581)  (9412,3617)  (9569,3627)  | overflowToLeft=false
Netherlands  (5360,1983)  (5440,2000)  (5525,2026)  (5555,1940)  (5550,1902)  (5466,1912)  | overflowToLeft=true
Nevada  (16122,2385)  (16176,2440)  (16116,2440)  (16066,2330)  (16126,2330)  (16062,2385)  (16182,2385)  (16186,2321)  (16231,2495)  (16171,2495)  (16058,2275)  (16118,2275)  (16236,2440)  (16178,2266)  (16238,2266)  (16242,2376)  | overflowToLeft=false
S.Quebec  (1734,1811)  (1619,1842)  (1567,1906)  (1501,1962)  (1705,1871)  | overflowToLeft=false
New Caledonia Is.  (14140,6880)  | overflowToLeft=false
New Delhi  (9016,3533)  (9028,3449)  (9070,3378)  (9131,3428)  (9132,3502)  (9115,3576)  (9072,3651)  | overflowToLeft=false
New Hebrides Is.  (14659,6787)  | overflowToLeft=false
New Orleans-Louisiana  (586,2854)  (640,2909)  (580,2909)  (530,2799)  (590,2799)  (646,2854)  (653,2964)  (700,2909)  | overflowToLeft=false
New York-New Jersey  (1435,2306)  (1418,2249)  (1335,2177)  (1264,2160)  (1191,2157)  (1343,2111)  (1413,2116)  (1409,2059)  | overflowToLeft=false
Niamey  (5503,4795)  (5557,4850)  (5497,4850)  (5447,4740)  (5507,4740)  (5443,4795)  (5563,4795)  (5567,4731)  (5437,4860)  (5617,4850)  (5387,4740)  (5383,4805)  (5464,4915)  (5404,4915)  (5623,4786)  (5377,4860)  (5677,4841)  | overflowToLeft=false
Nicaragua  (912,4164)  (917,4219)  (891,4109)  (951,4109)  | overflowToLeft=false
Nizhny Novgorod  (7970,1329)  (8024,1384)  (7964,1384)  (7914,1274)  (7974,1274)  (7910,1329)  (8030,1329)  (8034,1265)  (7904,1394)  (8084,1384)  (7850,1339)  (7844,1402)  | overflowToLeft=false
Nome  (14639,711)  (14693,766)  (14633,766)  (14583,656)  (14643,656)  (14579,711)  (14699,711)  (14703,647)  (14696,821)  (14599,601)  (14753,766)  (14519,740)  (14659,592)  (14719,592)  (14759,702)  (14763,647)  (14518,842)  (14779,571)  | overflowToLeft=false
Normandy  (5065,2180)  (5015,2305)  (5048,2260)  (4987,2252)  (4921,2253)  (4922,2195)  (5043,2135)  (4914,2134)  | overflowToLeft=true
Norrland  (6417,890)  (6414,819)  (6494,722)  (6570,679)  | overflowToLeft=false
Norte  (4252,3089)  (4284,3144)  (4312,3055)  | overflowToLeft=false
Northwest Territories  (16521,1079)  (16575,1134)  (16515,1134)  (16465,1024)  (16525,1024)  (16461,1079)  (16581,1079)  (16585,1015)  (16455,1144)  (16630,1189)  (16570,1189)  (16410,969)  (16470,969)  (16635,1134)  (16405,1024)  | overflowToLeft=false
Novgorod  (7151,1225)  (7205,1280)  (7145,1280)  (7095,1170)  (7155,1170)  (7091,1225)  (7211,1225)  (7215,1161)  (7230,1335)  (7170,1335)  (7110,1335)  (7094,1115)  (7154,1115)  (7214,1106)  (7224,1390)  (7164,1390)  (7104,1390)  (7075,1449)  (7146,1453)  (7138,1047)  (7212,1044)  (7191,976)  | overflowToLeft=false
Novosibirsk  (9683,1945)  (9737,2000)  (9677,2000)  (9627,1890)  (9687,1890)  (9623,1945)  (9743,1945)  (9747,1881)  (9617,2010)  (9792,2055)  (9732,2055)  (9572,1835)  (9632,1835)  (9797,2000)  (9567,1890)  (9563,1955)  (9692,1826)  | overflowToLeft=false
Odesa-Mykoliav  (6951,2646)  (6946,2701)  (6923,2591)  (6983,2591)  (6891,2646)  (7011,2650)  (6998,2685)  (7012,2602)  (6904,2700)  (6897,2617)  (6938,2574)  | overflowToLeft=false
Ogoden  (7185,5419)  (7174,5474)  (7196,5364)  (7114,5489)  | overflowToLeft=false
Ohio  (1070,2239)  (994,2255)  (1068,2299)  (1081,2364)  (1077,2435)  (1059,2498)  (996,2423)  (995,2365)  | overflowToLeft=true
Okinawa-Ryukyu Is.  (11716,3950)  | overflowToLeft=false
Olgiy  (9684,2333)  (9738,2388)  (9678,2388)  (9628,2278)  (9688,2278)  (9624,2333)  (9744,2333)  (9618,2388)  (9609,2223)  (9798,2388)  (9568,2278)  (9564,2333)  (9804,2290)  (9858,2345)  | overflowToLeft=false
Oman  (7917,4684)  (7942,4739)  (7882,4739)  (7924,4629)  (7857,4684)  (7977,4684)  (7984,4617)  (7822,4778)  (7797,4721)  (8044,4608)  | overflowToLeft=false
Omsk  (9107,1963)  (9158,2070)  (9220,2153)  (9341,2079)  (9417,1964)  (9447,1811)  (9411,1671)  (9279,1648)  (9171,1727)  (9109,1859)  | overflowToLeft=false
Oran  (4866,3985)  (4817,3930)  (4877,3930)  (4926,3986)  (4986,3990)  | overflowToLeft=false
Orissa  (9397,4076)  (9436,4131)  (9376,4131)  (9384,4021)  (9444,4021)  (9337,4076)  (9457,4076)  (9316,4154)  (9504,3982)  (9564,3975)  | overflowToLeft=false
Orleans  (5103,2491)  (5020,2508)  (5041,2360)  (4980,2436)  (5135,2419)  (5163,2474)  | overflowToLeft=false
Oslo  (5995,1181)  (5996,1121)  (5997,1059)  (5935,1100)  (5880,1165)  (5855,1210)  (5872,1265)  | overflowToLeft=false
Ottawa-Montreal  (1334,1929)  (1314,1863)  (1446,1921)  (1445,1857)  | overflowToLeft=false
Ouargla  (5092,4181)  (5088,4112)  (5124,4048)  (5204,4024)  (5288,4054)  (5301,4128)  (5256,4183)  (5174,4215)  | overflowToLeft=false
Palawan  (11461,4953)  (11412,5011)  (11506,4895)  | overflowToLeft=false
Palembang-S.Sumatra  (10436,5752)  (10490,5807)  (10383,5697)  (10443,5697)  (10516,5862)  (10364,5642)  (10424,5642)  (10510,5917)  (10346,5587)  (10406,5587)  (10361,5532)  | overflowToLeft=false
Palestine  (7087,4055)  (7039,3986)  (7107,3983)  (7127,3884)  | overflowToLeft=false
Palmyra Atoll  (15571,5029)  | overflowToLeft=false
Pampas  (1645,6478)  (1699,6533)  (1639,6533)  (1589,6423)  (1649,6423)  (1585,6478)  (1705,6478)  (1709,6414)  (1579,6543)  (1754,6588)  (1694,6588)  (1554,6368)  (1614,6368)  (1674,6359)  (1734,6359)  (1634,6598)  (1574,6598)  | overflowToLeft=false
Panama  (1132,4365)  (1194,4410)  | overflowToLeft=false
Panay Leyte-Visayas Is.  (11846,4829)  (11847,4889)  (11781,4828)  (11842,4940)  (11775,4885)  (11691,4878)  (11754,4949)  | overflowToLeft=false
Paraguay  (1917,5916)  (1971,5971)  (1861,5861)  (1857,5946)  (1977,5897)  (2031,5952)  (1801,5891)  (1801,5836)  (2039,6007)  | overflowToLeft=false
Paris  (5106,2313)  (5177,2357)  (5245,2200)  (5285,2165)  (5195,2255)  (5290,2252)  (5320,2210)  (5275,2310)  (5240,2385)  | overflowToLeft=false
Patagonia  (1660,6838)  (1692,6893)  (1632,6893)  (1604,6783)  (1664,6783)  (1600,6838)  (1720,6838)  (1724,6778)  (1676,6948)  (1579,6728)  (1639,6728)  (1690,7003)  | overflowToLeft=false
Peking-Tientsin  (10987,2929)  (11041,2984)  (10981,2984)  (10931,2874)  (10991,2874)  (10927,2929)  (11047,2929)  (11051,2871)  (11083,3039)  (11023,3039)  (10871,2874)  (10867,2950)  (11107,2926)  (10807,2972)  | overflowToLeft=false
Peleliu-Palau Is.  (12347,5124)  | overflowToLeft=false
Peleponnese  (6385,3579)  (6457,3605)  (6415,3663)  | overflowToLeft=false
Perm  (8226,1438)  (8227,1539)  (8230,1645)  (8302,1709)  (8324,1569)  (8366,1456)  (8376,1365)  (8144,1279)  (8122,1200)  | overflowToLeft=false
Perth-W.Australia  (11962,7245)  (12016,7300)  (11956,7300)  (11906,7190)  (11966,7190)  (11902,7245)  (12022,7245)  (12026,7181)  (11896,7310)  (12071,7355)  (12011,7355)  (11851,7135)  (11911,7135)  (12076,7300)  (11846,7190)  | overflowToLeft=false
Peru  (1197,5263)  (1251,5318)  (1191,5318)  (1141,5208)  (1201,5208)  (1137,5263)  (1257,5263)  (1261,5199)  (1306,5373)  (1246,5373)  (1186,5373)  (1086,5153)  (1146,5153)  (1311,5318)  (1206,5144)  (1266,5144)  (1317,5254)  (1361,5428)  | overflowToLeft=false
Philadelphia-Pennsylvania  (1306,2351)  (1184,2309)  (1137,2259)  (1201,2222)  (1267,2222)  (1333,2253)  (1321,2300)  (1326,2415)  | overflowToLeft=false
Phoenix Is.  (15206,6074)  | overflowToLeft=false
E.Romania  (6699,3015)  (6705,2960)  (6720,2900)  (6605,2695)  (6605,2645)  (6620,2743)  (6647,2840)  (6647,2792)  | overflowToLeft=false
Poitou  (4770,2385)  (4855,2430)  (4900,2305)  (4960,2340)  (4786,2445)  | overflowToLeft=true
Pomerania  (6295,1885)  (6199,1891)  (6206,1960)  (6245,2000)  (6285,1965)  | overflowToLeft=false
Port Au Prince-Haiti  (1598,3715)  (1529,3716)  | overflowToLeft=false
Port Moresby-Papua  (13129,6063)  (13069,6087)  (13069,6032)  (13009,6131)  (13009,6076)  (13009,6021)  (12994,6195)  (13273,6137)  (12949,6140)  (12949,6085)  (12949,6030)  (13316,6192)  (13366,6247)  (12889,6170)  (12889,6115)  | overflowToLeft=false
Portland-Oregon  (15922,2026)  (15899,2091)  (15908,2153)  (16016,2171)  (16088,2190)  (16105,2126)  (16088,2052)  | overflowToLeft=false
Portuguese Guinea  (4196,4924)  (4289,4865)  | overflowToLeft=false
Praetoria  (6505,7015)  (6559,7070)  (6499,7070)  (6473,6960)  (6533,6960)  (6445,7015)  (6565,7015)  (6439,7075)  (6593,6950)  (6595,7125)  (6535,7125)  (6385,7020)  (6625,7005)  | overflowToLeft=false
Prague  (6215,2357)  (6220,2300)  (6150,2370)  (6077,2343)  (6077,2275)  (6151,2248)  (6287,2329)  | overflowToLeft=false
Primorsky  (11749,2348)  (11780,2403)  (11720,2403)  (11732,2293)  (11792,2293)  (11689,2348)  (11660,2408)  (11852,2245)  (11744,2458)  (11877,2190)  | overflowToLeft=false
Pinsk  (6972,2229)  (6961,2284)  (7032,2181)  (7032,2236)  (6901,2294)  (6906,2246)  (6915,2189)  (6973,2176)  (7072,2172)  (7077,2230)  (7026,2286)  | overflowToLeft=true
Marseille  (5225,2990)  (5243,2925)  (5343,2848)  (5300,2960)  (5295,3005)  (5365,2986)  | overflowToLeft=false
Prypyat  (6829,2382)  (6773,2400)  (6889,2365)  | overflowToLeft=false
Pskov  (6962,1601)  (7016,1656)  (6956,1656)  (6906,1546)  (6966,1546)  (6902,1601)  (7022,1601)  | overflowToLeft=false
Punjab  (8778,3531)  (8829,3586)  (8769,3586)  (8722,3476)  (8782,3476)  (8718,3531)  (8838,3531)  (8842,3467)  (8709,3599)  (8805,3412)  (8865,3412)  (8705,3654)  (8902,3467)  (8645,3688)  | overflowToLeft=false
Qatar  (7960,4095)  (7965,4158)  | overflowToLeft=false
Quebec City-C.Quebec  (1499,1733)  (1540,1788)  (1480,1788)  (1443,1678)  (1503,1678)  (1439,1733)  (1559,1733)  (1563,1669)  (1420,1794)  (1388,1623)  (1448,1623)  (1383,1678)  (1379,1739)  (1508,1614)  (1568,1614)  (1619,1724)  | overflowToLeft=false
Quelimane-N.Mozambique  (6937,6533)  (6991,6588)  (6931,6588)  (6882,6478)  (6942,6478)  (6877,6533)  (6997,6533)  (6871,6598)  (7002,6468)  (6940,6643)  (6875,6423)  (6935,6423)  (6880,6653)  (6995,6413)  (6780,6571)  (6875,6368)  | overflowToLeft=false
Rabaul-New Britain Is.  (13629,5911)  (13589,5967)  (13519,5994)  (13437,5995)  (13699,5897)  (13668,5835)  (13584,5801)  | overflowToLeft=false
Rajputana  (8860,3814)  (8914,3869)  (8854,3869)  (8804,3759)  (8864,3759)  (8800,3814)  (8920,3814)  (8924,3750)  (8794,3879)  (8950,3924)  (8890,3924)  (8768,3704)  (8828,3704)  (8888,3695)  (8948,3695)  (8830,3934)  (8770,3934)  | overflowToLeft=false
Rangoon-S.Burma  (10071,4465)  (10043,4396)  (10039,4318)  (10064,4249)  (10140,4218)  | overflowToLeft=false
Rio De Janeiro-Sao Paulo  (2517,5879)  (2570,5793)  (2552,5664)  (2445,5612)  (2359,5674)  (2289,5768)  (2355,5836)  (2404,5925)  | overflowToLeft=false
Rio De Oro  (4231,4263)  (4285,4318)  (4225,4318)  (4208,4208)  (4268,4208)  (4291,4263)  (4328,4201)  (4246,4373)  (4186,4373)  (4351,4256)  (4234,4428)  (4174,4428)  (4411,4203)  (4411,4258)  (4221,4483)  (4161,4483)  (4202,4538)  | overflowToLeft=false
Rio Grande do Sol  (2192,6101)  (2246,6156)  (2186,6156)  (2138,6046)  (2198,6046)  (2252,6101)  (2126,6166)  (2258,6035)  (2224,6211)  (2138,5991)  (2198,5991)  (2164,6221)  (2104,6221)  (2258,5980)  (2138,5936)  (2198,5936)  (2187,6276)  | overflowToLeft=false
Riyadh  (7678,4138)  (7732,4193)  (7672,4193)  (7648,4083)  (7708,4083)  (7618,4138)  (7738,4138)  (7792,4193)  (7815,4248)  | overflowToLeft=false
Rome-Cen.Italy  (5863,3200)  (5769,3193)  (5714,3118)  (5695,3057)  (5671,2997)  (5777,2990)  (5811,3056)  (5844,3126)  | overflowToLeft=false
Rostov  (7413,2617)  (7467,2672)  (7407,2672)  (7394,2562)  (7454,2562)  (7347,2682)  (7366,2631)  (7296,2616)  (7348,2587)  (7423,2515)  (7472,2617)  (7454,2709)  (7393,2713)  (7336,2719)  (7291,2702)  | overflowToLeft=false
Rub Al Kali  (7968,4404)  (8022,4459)  (7962,4459)  (7912,4349)  (7972,4349)  (7908,4404)  (8028,4404)  (8032,4340)  (7902,4469)  (7921,4294)  (7852,4349)  (7937,4524)  (7877,4524)  (8088,4395)  (8092,4311)  (7817,4554)  (8148,4366)  | overflowToLeft=false
Ryazan  (7842,2099)  (7772,2098)  (7706,2099)  (7637,2100)  (7565,2042)  (7635,2039)  (7704,2037)  (7777,2037)  | overflowToLeft=false
Rzeszow  (6647,2412)  (6663,2467)  (6624,2357)  (6684,2358)  (6589,2421)  (6599,2468)  (6711,2415)  | overflowToLeft=false
Rzhev  (7184,1630)  (7224,1685)  (7164,1685)  (7156,1575)  (7216,1575)  (7124,1630)  (7244,1630)  (7104,1690)  | overflowToLeft=false
S.Hijaz  (7456,4679)  (7485,4734)  (7408,4624)  (7468,4624)  (7471,4789)  (7379,4569)  | overflowToLeft=false
S.Korea-Chosen  (11600,3059)  (11654,3114)  (11594,3114)  (11544,3004)  (11604,3004)  (11540,3059)  (11660,3059)  (11611,3169)  (11540,2949)  | overflowToLeft=false
S.Rhodesia  (6562,6717)  (6616,6772)  (6556,6772)  (6506,6662)  (6566,6662)  (6622,6717)  (6626,6653)  (6641,6827)  (6581,6827)  (6452,6607)  (6512,6607)  (6611,6882)  (6551,6882)  | overflowToLeft=false
S.Sakhalin  (12152,2164)  | overflowToLeft=false
Sacramento-N.California  (15848,2397)  (15827,2327)  (15829,2260)  (15969,2348)  (15969,2278)  (15955,2217)  (15852,2197)  | overflowToLeft=true
Saigon-Cochinchina  (10740,4741)  (10632,4829)  (10657,4881)  | overflowToLeft=false
Saipan-Mariana Is.  (12823,4432)  (12812,4374)  (12792,4314)  (12759,4250)  (12695,4205)  (12766,4471)  (12734,4529)  | overflowToLeft=false
Sakha  (11375,535)  (11429,590)  (11369,590)  (11319,480)  (11379,480)  (11315,535)  (11435,535)  (11439,471)  (11309,600)  (11484,645)  (11424,645)  (11334,425)  (11489,590)  (11259,480)  (11255,545)  (11446,416)  (11261,655)  | overflowToLeft=false
Salamaua Lae-New Guinea  (13073,5918)  (13017,5863)  (13013,5944)  (13133,5911)  (13133,5966)  (12957,5889)  (12956,5834)  (12953,5947)  (13193,5993)  (13249,6048)  | overflowToLeft=false
Samoan Is.  (16264,6769)  | overflowToLeft=false
San Francisco-Cen.California  (15901,2546)  (15935,2609)  (16010,2575)  (15973,2512)  (15941,2452)  (16002,2638)  | overflowToLeft=true
San Juan-Puerto Rico  (1883,3764)  | overflowToLeft=false
Sansapor-Vogelkop Pen.  (12382,5709)  (12322,5713)  (12322,5658)  (12425,5815)  | overflowToLeft=false
Santiago-Guantanamo  (1351,3616)  (1344,3539)  | overflowToLeft=false
Santo Domingo-Dominican  (1670,3715)  (1770,3711)  (1683,3644)  | overflowToLeft=false


Bosnia  (6076,2898)  (6190,2921)  (6148,3008)  (6092,2950)  (6148,3055)  | overflowToLeft=true


Sarawak-N.Borneo  (11019,5477)  (11051,5422)  (10959,5519)  (11023,5532)  (10942,5574)  (10882,5596)  (11139,5359)  (11199,5358)  | overflowToLeft=false
Sardinia  (5516,3209)  (5469,3266)  (5495,3329)  | overflowToLeft=false
Savo-Ostrobothnia  (6764,1031)  (6663,1053)  (6582,1079)  (6689,886)  (6787,863)  (6786,946)  | overflowToLeft=false


Holstein  (5780,1810)  (5839,1900)  (5810,1860)  (5724,1813)  (5706,1770)  | overflowToLeft=true


Scotland  (4810,1303)  (4890,1329)  (4824,1234)  (4858,1167)  (4942,1209)  (5012,1222)  (4907,1101)  (4803,1084)  (4987,1089)  (4809,1397)  | overflowToLeft=false
Seattle-Washington  (15958,1858)  (16007,1950)  (16046,1843)  (16138,1846)  (16146,1917)  (16105,1977)  | overflowToLeft=false
Seychelles  (7846,5799)  | overflowToLeft=false
Shanghai-Kiangsu  (11304,3630)  (11358,3685)  (11244,3676)  (11244,3621)  (11364,3582)  (11418,3637)  (11418,3692)  (11184,3704)  (11184,3649)  (11424,3569)  | overflowToLeft=false
Shangtung  (11060,3189)  (11080,3244)  (11020,3244)  (11084,3134)  (11144,3124)  (10960,3288)  (11043,3299)  (11204,3129)  (10977,3343)  | overflowToLeft=false
Shensi  (10109,3156)  (10163,3211)  (10103,3211)  (10053,3101)  (10113,3101)  (10049,3156)  (10169,3156)  (10043,3221)  (10218,3266)  (10158,3266)  (9998,3046)  (10058,3046)  (10118,3046)  (10223,3211)  (9993,3101)  (9989,3166)  | overflowToLeft=false
Shetland Is.  (5184,858)  | overflowToLeft=false
Shikoku  (12028,3332)  (12090,3307)  (12074,3356)  | overflowToLeft=false
Siberia  (9678,993)  (9732,1048)  (9672,1048)  (9622,938)  (9682,938)  (9618,993)  (9738,993)  (9742,929)  (9612,1058)  (9787,1103)  (9727,1103)  (9567,883)  (9627,883)  (9792,1048)  (9562,938)  (9558,1003)  (9687,874)  (9747,874)  | overflowToLeft=false
Sicily  (5887,3684)  (5749,3578)  (5807,3619)  | overflowToLeft=false
Sierra Leone  (4301,5031)  (4343,4970)  (4399,5027)  | overflowToLeft=false
Sikang  (9735,3195)  (9789,3250)  (9729,3250)  (9679,3140)  (9739,3140)  (9675,3195)  (9795,3195)  (9799,3131)  (9669,3260)  (9789,3305)  (9729,3305)  (9849,3250)  (9619,3140)  (9618,3085)  (9615,3205)  (9855,3186)  (9859,3122)  | overflowToLeft=false
Silesia  (6340,2280)  (6390,2300)  (6286,2184)  (6402,2236)  (6410,2360)  (6260,2237)  (6436,2291)  (6341,2186)  (6241,2141)  | overflowToLeft=false
Sinai  (6949,4068)  (7003,4123)  (6943,4123)  (7009,4060)  (7058,4178)  (6998,4178)  (7072,4233)  | overflowToLeft=false
Sinaloa-Guadalajara  (16695,3476)  (16725,3531)  (16669,3417)  (16755,3473)  (16755,3586)  (16626,3362)  (16755,3641)  (16577,3307)  (16545,3252)  (16484,3211)  | overflowToLeft=false
Singapore-Malacca  (10524,5400)  (10403,5326)  (10473,5296)  | overflowToLeft=false
Sinkiang  (9212,3104)  (9266,3159)  (9206,3159)  (9156,3049)  (9216,3049)  (9152,3104)  (9272,3104)  (9276,3040)  (9146,3169)  (9217,3214)  (9092,3114)  (9092,3059)  (9332,3095)  (9336,3019)  (9086,3172)  (9032,3117)  (9032,3062)  | overflowToLeft=false
Sistan-Baluchestan  (8346,3754)  (8400,3809)  (8340,3809)  (8290,3699)  (8350,3699)  (8286,3754)  (8455,3864)  (8395,3864)  (8335,3864)  (8237,3644)  (8297,3644)  (8357,3644)  (8230,3699)  (8417,3630)  (8453,3919)  (8393,3919)  | overflowToLeft=false
Sitka  (15631,1323)  | overflowToLeft=false
Siuyuyan  (9899,2795)  (9814,2718)  (9771,2620)  (9887,2643)  (9976,2917)  (10145,2936)  (10230,3005)  (10324,3072)  | overflowToLeft=false
Slovakia  (6363,2460)  (6282,2420)  (6400,2423)  (6414,2466)  (6315,2455)  (6289,2384)  (6347,2384)  (6443,2425)  | overflowToLeft=false
N.Croatia  (6167,2845)  (6140,2805)  (6015,2750)  (6075,2730)  (6075,2825)  | overflowToLeft=true
Smolensk  (7281,1931)  (7350,1931)  (7392,1873)  (7325,1873)  (7256,1873)  (7205,1809)  (7289,1991)  (7354,1991)  (7259,2049)  (7320,2050)  (7383,2043)  (7245,2104)  (7268,1812)  (7340,1822)  (7398,1826)  (7197,1767)  | overflowToLeft=false
Smyrna  (6779,3416)  (6813,3471)  (6731,3361)  | overflowToLeft=false
Society Is.  (15568,6460)  | overflowToLeft=false
Socotra  (7766,4993)  | overflowToLeft=false
Bulgaria  (6525,3175)  (6475,3187)  (6450,3083)  (6550,3093)  (6412,3180)  (6390,3220)  | overflowToLeft=true
Southwest Africa  (5970,7043)  (6024,7098)  (5964,7098)  (5914,6988)  (5974,6988)  (5910,7043)  (6030,7043)  (6034,6979)  (5904,7108)  (6068,7153)  (5865,6933)  (6041,6924)  | overflowToLeft=false
Spanish Gabon  (5523,5669)  (5603,5609)  | overflowToLeft=false
St.Johns-Newfoundland  (2049,1848)  (2074,1780)  (2100,1703)  (2163,1765)  (2241,1807)  (2265,1875)  | overflowToLeft=false
St.Louis-Arkansas  (588,2517)  (642,2572)  (582,2572)  (532,2462)  (592,2462)  (528,2517)  (648,2517)  (652,2455)  (522,2582)  (640,2627)  (523,2407)  (583,2407)  (580,2637)  (520,2637)  (712,2467)  (640,2682)  (556,2692)  | overflowToLeft=false
Stalingrad-Volga  (7708,2435)  (7630,2395)  (7563,2342)  (7567,2273)  (7659,2215)  (7723,2264)  (7796,2272)  (7809,2342)  (7815,2404)  (7881,2369)  (7880,2306)  (7858,2238)  (7639,2306)  | overflowToLeft=false
Stavropol  (7585,2637)  (7629,2692)  (7569,2692)  (7534,2582)  (7594,2582)  (7591,2527)  | overflowToLeft=false
Stockholm  (6241,1315)  (6306,1265)  (6181,1243)  (6159,1172)  (6217,1090)  | overflowToLeft=false
Surabaya-E.Java  (10894,6234)  (10998,6252)  | overflowToLeft=false
Svalbard  (6346,162)  (6135,154)  (6206,159)  (6278,158)  (6419,159)  (6221,218)  (6300,221)  (6490,161)  (6565,190)  (6444,101)  (6521,98)  (6592,106)  (6672,111)  (6056,138)  | overflowToLeft=false
Svealand  (6244,1033)  (6250,967)  (6267,903)  (6317,968)  | overflowToLeft=false
Switzerland  (5451,2656)  (5636,2647)  (5494,2593)  | overflowToLeft=false
Sydney Canberra-New South Wales  (13233,7469)  (13269,7379)  (13276,7291)  (13165,7250)  (13057,7252)  (12956,7266)  (12885,7335)  (12918,7425)  (13012,7482)  (13127,7523)  | overflowToLeft=false
Taipei-Formosa  (11321,4149)  (11323,4204)  (11340,4094)  | overflowToLeft=false
Tanganyika  (6683,5881)  (6731,5936)  (6671,5936)  (6627,5826)  (6687,5826)  (6623,5881)  (6743,5881)  (6747,5817)  (6611,5952)  (6698,5991)  (6723,5762)  (6783,5762)  (6803,5872)  (6807,5817)  (6638,6007)  (6701,6046)  (6641,6062)  | overflowToLeft=false
